url,id,user,text,coordinates,place,source,location
https://www.strava.com/athletes/13622510,1058833033157996544,daholzer,Nice day to get a few miles in before the cold front really gets here. #bikelife https://t.co/VQc3Eqk8hW #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",The Interweb
https://www.strava.com/athletes/29747947,1058815394448781312,naoootyy,"安定のスタートし忘れｗ
時間なくて山ひとつショートカットしたので
距離120kmの獲得標高は2500mくらいでした

109.2 キロメートル のライドに出かけました。 https://t.co/jbEI8T7gqf #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",スカイツリー
https://www.strava.com/athletes/66729,1058812983315333120,ridempowered,#enough https://t.co/AfNhQmYbZ4 #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Seattle, WA"
https://www.strava.com/athletes/7315826,1058800576149049345,PaulAdamsCycles,45 Windy Miller miles of #cycling out in the #Cotswolds this afternoon https://t.co/Tx6PBuoSwa #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Swindon
https://www.strava.com/athletes/19174890,1058796500036317184,RickSmith1976,"went for a 3.5 mile Run. https://t.co/0nqv6EPE4n #strava
Sod the fireworks displays. I'd rather have a run after work.",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Northumberland coast
https://www.strava.com/athletes/1737962,1058792464725798912,avilabarr,"recorrió 74,4 kilómetro Recorrido en bicicleta. https://t.co/XT5t4LfhA6 #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Barcelona
https://www.strava.com/athletes/289034,1058792056703746048,tyler_ford,The cake is baked for #IMAZ. Time to take the cake out of the oven. https://t.co/uIIXfdoTUD #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Tucson, AZ"
https://www.strava.com/athletes/1703461,1058783946941652993,dBoisj,went for a 5.0 mile Run @ Myles Standish State Forest.  @CarverLCB1  #FormerLCB2   https://t.co/UVFGijX16D #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",
https://www.strava.com/athletes/359874,1058783400545447936,fredgatesdesign,Here's my latest #strava activity: Cycling is an addiction https://t.co/HcodRXV30J #nyc,,,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",NYC
https://www.strava.com/athletes/11889409,1058781957910421504,gladaguirre,"#WelcomeNovember 🚵♀💨🌄📈💪🙋👌🐦🌸📷😉 recorrió 138,8 kilómetro Recorrido en bicicleta. https://t.co/mfN7fFsOS6 #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Huerta Grande, Cba, Argentina"
https://www.strava.com/athletes/27980011,1058773798672064512,IG_Bareduar,recorrió 6.4 kilómetro Carrera. https://t.co/oxoAGcPTNR #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",En egipto
https://www.strava.com/athletes/16728707,1058773450502881280,swandog110,went for a 8.2 mile road ride. https://t.co/blnmQKHL1X #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",
https://www.strava.com/athletes/5986822,1058768793764278272,RCCiam,went for a 4.2 mile Run. https://t.co/54lW9GapZF #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"," Aurora, Ohio"
https://www.strava.com/athletes/14205806,1058768207669010433,KaizenDaruma,"Suicide Prevention walk downtown. 
 https://t.co/kwg8ThuMjO #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",
https://www.strava.com/athletes/33456637,1058764289060814849,HistoryLivesDet,https://t.co/vZFqPLjS5P #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Detroit, MI"
https://www.strava.com/athletes/2693019,1058763360299290624,andredaschelet,"Sortie automnale, ça commence à cailler le matin... https://t.co/uAmTVpPNYb #strava #cycling",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Col du Rosier, Ardenne, Bel"
https://www.strava.com/athletes/36224864,1058749062411894784,ansaca,"recorrió 50,9 kilómetro Recorrido en bicicleta. https://t.co/Ao4PRTNdlC #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cereté, Colombia"
https://www.strava.com/athletes/15888467,1058745924455813120,Akatsuki_Road,せっかく今日のライド初の100km越えしたのにGIANTのサイコンがバグって2001年の記録になった…悲しい… 100.6 キロメートル のライドに出かけました。 https://t.co/9KqsKYLNHO #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",神奈川県 中井町
https://www.strava.com/athletes/19465868,1058743339133124608,philiphowell27,went for a 20.3 mile road ride. https://t.co/RmC0tjdFXY #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Weston-super-Mare
https://www.strava.com/athletes/16417730,1058736691178037248,JeremC,J'ai trouvé un nouveau parcours de 5 KM. #Movember #GPSchallenge #art https://t.co/RDsv8KeB8X #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Liège, Belgium"
https://www.strava.com/athletes/7033957,1058736245730430977,jcarlosdelpino,"entrenó 15,6 kilómetro en bicicleta de montaña. https://t.co/pKHOKiAvi4 #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",GЯДИФLLΞЯS•CДΓДLЦИУД•||*||
https://www.strava.com/athletes/2243153,1058735821522718720,pablo_albano,"saí para um(a) Pedalada de 47,0 quilômetro. https://t.co/Uf1V3XkBFm #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Brazil, Santa Catarina."
https://www.strava.com/athletes/20122795,1058715546303299585,_lewadam,"Practice what you preach! 💪🏼

https://t.co/7nTMBcW4P3 #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Lincoln/York
https://www.strava.com/athletes/18361095,1058709578815176704,prespo_biwako,ダムカレーとジェラートを食べに行くライド https://t.co/GS6GYAAN8O #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",滋賀
https://www.strava.com/athletes/6926623,1058706219534311424,wecanruntogethe,"[Entrainement] Julian a parcouru 58,6 kilomètre en vélo. https://t.co/sIS9ykAUzh #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Fontenay sous bois
https://www.strava.com/athletes/6115915,1058701283161526272,RogerMTB,went for a 90.6 kilometer mountain bike ride. https://t.co/ukqWRDUNmI #strava,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",País Valencià
https://www.strava.com/athletes/25191742,1058688585988112384,LED006,35.0 キロメートル のバーチャル ライドに出かけました。 https://t.co/mdBJwpUgk9 #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",大阪
https://www.strava.com/athletes/1283046,1058683312238182401,Sprogz,This run https://t.co/Y4wxK1l13X chalks up 575.5m (~926km) I have run in 2018 towards my #Strava club challenge… https://t.co/00nCHPFeI8,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",United Kingdom
https://www.strava.com/athletes/24712963,1058674546683723776,Sei8a,15.0 キロメートル のランニングに出かけました。 https://t.co/tov3pVZjdQ #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",中野
https://www.strava.com/athletes/13741259,1058664290779975680,JamieMoss1980,went for a 3.0 mile Run. https://t.co/59SrX5QjK5 #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Wiltshire
https://www.strava.com/athletes/4673266,1058630399218216962,methylone,"LongRun 22.5km Zone 2

https://t.co/XrqXXmaZhb #strava

おなかいたい",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Nagoya, Japan"
https://www.strava.com/athletes/14286342,1058630276052529152,tomi5829_765,"自己最高記録: ハルヒル初心者コース (24:51)

45.5 キロメートル のライドに出かけました。 https://t.co/4dqvxjBAZN #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",秘境！高崎市(ちょっとだけ🇹🇭)
https://www.strava.com/athletes/29671711,1058627199568211968,xMAKISHIx,15.7 キロメートル のランニングに出かけました。 https://t.co/hQ0wZwVxsC #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",北海道札幌市や戦場や二次元にいます
https://www.strava.com/athletes/5914474,1058617829312745472,dllmomi,かるめの散歩 https://t.co/uSHtkvwmW7 #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",
https://www.strava.com/athletes/34728237,1058591050711785472,OKI_erin,53.0 キロメートル のライドに出かけました。 https://t.co/TP059zL0iB #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",永遠亭
https://www.strava.com/athletes/5524234,1058583305275097088,supeedcopy,89.1 キロメートル のライドに出かけました。 https://t.co/i1bjwzA1Uc #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",どこかの田舎道
https://www.strava.com/athletes/12708174,1058581558506844160,lawdh337,went for a 14.1 mile Ride. https://t.co/po1GTQLY7W #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Sri Petaling, KL,Malaysia"
https://www.strava.com/athletes/622591,1058550284882866176,Hirowa3,54.2 キロメートル のライドに出かけました。 https://t.co/y0YQbRFIco #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Narimas Itabasiku Japan
https://www.strava.com/athletes/4808850,1058535056677847040,marceloneves_,"saí para uma pedalada na montanha de 8,7 quilômetro.  https://t.co/UUpy7K4GQ9 #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",
https://www.strava.com/athletes/4808850,1058534891619581954,marceloneves_,"saí para um(a) Corrida de 4,6 quilômetro. https://t.co/djp2QCZsGM #strava",,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",
https://www.strava.com/athletes/5519656,1058534444523552768,peejyoung,went for a 45.9 kilometer road ride. https://t.co/9HHaXp3hyP #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Australian Capital Territory
https://www.strava.com/athletes/699189,1058529636072603649,thirdman,went for a 90.6 kilometer road ride. https://t.co/s8TJtTL5sc #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",西五反田パンダ保護研究センター
https://www.strava.com/athletes/22870596,1058522319042240512,tanayuki,14.9 キロメートル のランニングに出かけました。 https://t.co/K0vvBLsE4M #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ご麺ください
https://www.strava.com/athletes/16897653,1058519933414465536,mountainroad32,commuted 8.9 mile by bike. https://t.co/5kEUt9PBhO #strava,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",
